Name	Set	ImageFile	Type	Bonus	Slot	Value	Card	Text
Fairy Fortune	Fairy Dust	fairydust005,fairydustback	Fairy Dust	--	--	--	--	text
Fairy Unfairness	Fairy Dust	fairydust006,fairydustback	Fairy Dust	--	--	--	--	text
Handbag of Holding	Fairy Dust	fairydust007,fairydustback	Fairy Dust	--	--	--	--	text
Hanshee	Fairy Dust	fairydust008,fairydustback	Fairy Dust	--	--	--	--	text
Pet Monster	Fairy Dust	fairydust009,fairydustback	Fairy Dust	--	--	--	--	text
Pixie Potion	Fairy Dust	fairydust010,fairydustback	Fairy Dust	--	--	--	--	text
Ring of Respiration	Fairy Dust	fairydust011,fairydustback	Fairy Dust	--	--	--	--	text
Second Chance Sparkles	Fairy Dust	fairydust012,fairydustback	Fairy Dust	--	--	--	--	text
Sparkler	Fairy Dust	fairydust013,fairydustback	Fairy Dust	--	--	--	--	text
Sylph Preservation	Fairy Dust	fairydust014,fairydustback	Fairy Dust	--	--	--	--	text
Ah Chu	Fu	fu_door001,fudoorback	Door	--	--	--	--	text
Banana Fu	Fu	fu_door002,fudoorback	Door	--	--	--	--	text
Big Eyes, Small Mouse	Fu	fu_door003,fudoorback	Door	--	--	--	--	text
Bull Kung Fu	Fu	fu_door004,fudoorback	Door	--	--	--	--	text
Cheat!	Fu	fu_door005,fudoorback	Door	--	--	--	--	text
Clown Fu	Fu	fu_door006,fudoorback	Door	--	--	--	--	text
Dancing	Fu	fu_door007,fudoorback	Door	--	--	--	--	text
Demon-Possessed	Fu	fu_door008,fudoorback	Door	--	--	--	--	text
Drunken	Fu	fu_door009,fudoorback	Door	--	--	--	--	text
Evil Minions	Fu	fu_door010,fudoorback	Door	--	--	--	--	text
Evil Ninjas	Fu	fu_door011,fudoorback	Door	--	--	--	--	text
Extra Style1	Fu	fu_door012,fudoorback	Door	--	--	--	--	text
Extra Style2	Fu	fu_door013,fudoorback	Door	--	--	--	--	text
Fang Yu	Fu	fu_door014,fudoorback	Door	--	--	--	--	text
Feather Fu	Fu	fu_door015,fudoorback	Door	--	--	--	--	text
Fox Kung Fu	Fu	fu_door016,fudoorback	Door	--	--	--	--	text
Fox Spirit	Fu	fu_door017,fudoorback	Door	--	--	--	--	text
Geisha Gorgon	Fu	fu_door018,fudoorback	Door	--	--	--	--	text
Girl Wrestler	Fu	fu_door019,fudoorback	Door	--	--	--	--	text
Go Hang	Fu	fu_door020,fudoorback	Door	--	--	--	--	text
Han So Low	Fu	fu_door021,fudoorback	Door	--	--	--	--	text
Harmless-Looking Schoolgirl	Fu	fu_door022,fudoorback	Door	--	--	--	--	text
Hi Ho	Fu	fu_door023,fudoorback	Door	--	--	--	--	text
Hong Kong Cong	Fu	fu_door024,fudoorback	Door	--	--	--	--	text
Hong Kong Kong	Fu	fu_door025,fudoorback	Door	--	--	--	--	text
Hong Kong Tong	Fu	fu_door026,fudoorback	Door	--	--	--	--	text
Hopped Up On Lotus	Fu	fu_door027,fudoorback	Door	--	--	--	--	text
Hopping Vampire	Fu	fu_door028,fudoorback	Door	--	--	--	--	text
Iron Hand Kung Fu	Fu	fu_door029,fudoorback	Door	--	--	--	--	text
Jogira	Fu	fu_door030,fudoorback	Door	--	--	--	--	text
Karate Squid	Fu	fu_door031,fudoorback	Door	--	--	--	--	text
King Cobra	Fu	fu_door032,fudoorback	Door	--	--	--	--	text
Kung Fu Aliens	Fu	fu_door033,fudoorback	Door	--	--	--	--	text
Kung Fu Grope	Fu	fu_door034,fudoorback	Door	--	--	--	--	text
Level Gaki	Fu	fu_door035,fudoorback	Door	--	--	--	--	text
Long Tung	Fu	fu_door036,fudoorback	Door	--	--	--	--	text
Mecha-Ninja	Fu	fu_door037,fudoorback	Door	--	--	--	--	text
Monk1	Fu	fu_door038,fudoorback	Door	--	--	--	--	text
Monk2	Fu	fu_door039,fudoorback	Door	--	--	--	--	text
Monk3	Fu	fu_door040,fudoorback	Door	--	--	--	--	text
Monk4	Fu	fu_door041,fudoorback	Door	--	--	--	--	text
Monkey Kung Fu	Fu	fu_door042,fudoorback	Door	--	--	--	--	text
Moo Goo Pan Guy	Fu	fu_door043,fudoorback	Door	--	--	--	--	text
Ninja1	Fu	fu_door044,fudoorback	Door	--	--	--	--	text
Ninja2	Fu	fu_door045,fudoorback	Door	--	--	--	--	text
Ninja3	Fu	fu_door046,fudoorback	Door	--	--	--	--	text
Ninja4	Fu	fu_door047,fudoorback	Door	--	--	--	--	text
No Wei	Fu	fu_door048,fudoorback	Door	--	--	--	--	text
Origami Dragon	Fu	fu_door049,fudoorback	Door	--	--	--	--	text
Phone Fu	Fu	fu_door050,fudoorback	Door	--	--	--	--	text
Practice Match	Fu	fu_door051,fudoorback	Door	--	--	--	--	text
Rokurokubi	Fu	fu_door052,fudoorback	Door	--	--	--	--	text
Samurai1	Fu	fu_door053,fudoorback	Door	--	--	--	--	text
Samurai2	Fu	fu_door054,fudoorback	Door	--	--	--	--	text
Samurai3	Fu	fu_door055,fudoorback	Door	--	--	--	--	text
Samurai4	Fu	fu_door056,fudoorback	Door	--	--	--	--	text
Scorpion Kung Fu	Fu	fu_door057,fudoorback	Door	--	--	--	--	text
Skills Gaki	Fu	fu_door058,fudoorback	Door	--	--	--	--	text
Soh Soo Mee	Fu	fu_door059,fudoorback	Door	--	--	--	--	text
Spinning Back Kick	Fu	fu_door060,fudoorback	Door	--	--	--	--	text
Street Beggar	Fu	fu_door061,fudoorback	Door	--	--	--	--	text
Stunt Double	Fu	fu_door062,fudoorback	Door	--	--	--	--	text
Style Gaki	Fu	fu_door063,fudoorback	Door	--	--	--	--	text
Super Munchkin1	Fu	fu_door064,fudoorback	Door	--	--	--	--	text
Super Munchkin2	Fu	fu_door065,fudoorback	Door	--	--	--	--	text
The Dragon Lady	Fu	fu_door066,fudoorback	Door	--	--	--	--	text
Tiger Ghost	Fu	fu_door067,fudoorback	Door	--	--	--	--	text
Toe Fu	Fu	fu_door068,fudoorback	Door	--	--	--	--	text
Trained By A Master	Fu	fu_door069,fudoorback	Door	--	--	--	--	text
Trap! Change Sex	Fu	fu_door070,fudoorback	Door	--	--	--	--	text
Trap! Friendly Geishas	Fu	fu_door071,fudoorback	Door	--	--	--	--	text
Trap! Generosity Potion	Fu	fu_door072,fudoorback	Door	--	--	--	--	text
Trap! Hidden Dragon	Fu	fu_door073,fudoorback	Door	--	--	--	--	text
Trap! Lose All Your Styles	Fu	fu_door074,fudoorback	Door	--	--	--	--	text
Trap! Lose One Style1	Fu	fu_door075,fudoorback	Door	--	--	--	--	text
Trap! Lose One Style2	Fu	fu_door076,fudoorback	Door	--	--	--	--	text
Trap! Lose the Armor You Are Wearing	Fu	fu_door077,fudoorback	Door	--	--	--	--	text
Trap! Lose the Footgear You Are Wearing	Fu	fu_door078,fudoorback	Door	--	--	--	--	text
Trap! Lose the Headgear You Are Wearing	Fu	fu_door079,fudoorback	Door	--	--	--	--	text
Trap! Magnet	Fu	fu_door080,fudoorback	Door	--	--	--	--	text
Trap! Ninja Caltrops	Fu	fu_door081,fudoorback	Door	--	--	--	--	text
Trap! Poison Darts	Fu	fu_door082,fudoorback	Door	--	--	--	--	text
Trap! Thousand-Year Egg	Fu	fu_door083,fudoorback	Door	--	--	--	--	text
Tu Phat	Fu	fu_door084,fudoorback	Door	--	--	--	--	text
Turtle Kung Fu	Fu	fu_door085,fudoorback	Door	--	--	--	--	text
Ugly Little Idol	Fu	fu_door086,fudoorback	Door	--	--	--	--	text
Wandering Monster1	Fu	fu_door087,fudoorback	Door	--	--	--	--	text
Wandering Monster2	Fu	fu_door088,fudoorback	Door	--	--	--	--	text
Wandering Monster3	Fu	fu_door089,fudoorback	Door	--	--	--	--	text
Weapon Gaki	Fu	fu_door090,fudoorback	Door	--	--	--	--	text
Wen Yen	Fu	fu_door091,fudoorback	Door	--	--	--	--	text
Wire Fu	Fu	fu_door092,fudoorback	Door	--	--	--	--	text
With Visible Wires	Fu	fu_door093,fudoorback	Door	--	--	--	--	text
Yakuza1	Fu	fu_door094,fudoorback	Door	--	--	--	--	text
Yakuza2	Fu	fu_door095,fudoorback	Door	--	--	--	--	text
Yakuza3	Fu	fu_door096,fudoorback	Door	--	--	--	--	text
Yakuza4	Fu	fu_door097,fudoorback	Door	--	--	--	--	text
Yee Ha	Fu	fu_door098,fudoorback	Door	--	--	--	--	text
Amazingly Cool Sunglasses	Fu	fu_treasure001,futreasureback	Treasure	+3 Bonus	Headgear	400 Gold Pieces	Item	Usable by Yakuza Only.  May be worn along with other Headgear, but anything that takes away your Headgear will take it all.
Ancient Mongol Bow	Fu	fu_treasure002,futreasureback	Treasure	+3 Bonus	2 Hands	600 Gold Pieces	Item	Because of its great antiquity and honorable blah blah blah, it gives an extra +3 against all Gaki.
Anime Amulet	Fu	fu_treasure003,futreasureback	Treasure	+1 Bonus (+3 for Monk)	--	400 Gold Pieces	Item	--
Baby Powder	Fu	fu_treasure004,futreasureback	Treasure	-5 Bonus	--	200 Gold Pieces	UOO	Reduces the foe to an infant size.  -5 to any monster except Undead, Demons, or Gaki.  If the monster is defeated, draw one fewer Treasure (minimum of 1).  Usable once only.
Back Banner	Fu	fu_treasure005,futreasureback	Treasure	--	--	200 Gold Pieces	Enhancer	Use your high visibility in the community for promotional opportunities and increased income!  While you have the Back Banner, each item you "sell back" to go up levels (even if the card states it has no value) is worth an extra 200 Gold Pieces.
Bad Feng Shui (note: this card was a Door in the first two printings!)	Fu	fu_treasure006,futreasureback	Treasure	--	--	--	UOO	The arrangement of the cards on the table is not auspicious!  You may correct it by exchanging any card you have in play with any card that anyone else has in play, as long as the cards are legal in their new positions.  You may do this at any time except during combat.
Big Black .45	Fu	fu_treasure007,futreasureback	Treasure	+5 Bonus	1 Hand	800 Gold Pieces	Item	Usable by Yakuza Only. 
Blond Wig	Fu	fu_treasure008,futreasureback	Treasure	--	Headgear	200 Gold Pieces	Item	Not Usable by Samurai.  This quick disguise gives you a +1 to Run Away.  May be worn along with other Headgear, but anything that takes away your Headgear will take it all.
Blowgun	Fu	fu_treasure009,futreasureback	Treasure	+2 Bonus	--	200 Gold Pieces	Item	Usable by Ninja Only
Celestial Lightning Cattle Prod	Fu	fu_treasure010,futreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	This counts as a fire/flame weapon.  Bzaaaaaap.
Director's Cut with Extra Bonus Scenes	Fu	fu_treasure011,futreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Dragon Claw Wakizashi	Fu	fu_treasure012,futreasureback	Treasure	+3 Bonus	1 Hand	600 Gold Pieces	Item	If you fight with both Dragon Tooth Katana and Dragon Claw Wakizashi, you get an extra +2 bonus.
Dragon Tooth Katana	Fu	fu_treasure013,futreasureback	Treasure	+4 Bonus	1 Hand	800 Gold Pieces	Item	If you fight with both Dragon Tooth Katana and Dragon Claw Wakizashi, you get an extra +2 bonus.
Ebony Nunchuks Delivering Typhoon of Blows	Fu	fu_treasure014,futreasureback	Treasure	1.666666667	2 Hands	700 Gold Pieces	--	The normal bonus is +5, but you may choose to use it as a 1-handed weapon for a +3 bonus.
Elephant Hide Armor	Fu	fu_treasure015,futreasureback	Treasure	+3 Bonus	Armor	400 Gold Pieces	Item	Usable by Samurai Only
Engrish Transrate Plobrem	Fu	fu_treasure016,futreasureback	Treasure	Go Up A Level	--	--	GUAL	Steal a level from your highest-level opponent.  If there is a tie, you choose.
Enormous Mallet	Fu	fu_treasure017,futreasureback	Treasure	+2 Bonus	2 Hands	400 Gold Pieces	Item	Smashing a Level 1 Monster with the Enormous Mallet earns you an extra level!
Excellent Bamboo Nose-Spreader	Fu	fu_treasure018,futreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	--
Firecrackers	Fu	fu_treasure019,futreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	A fire attack.  +3 to either side in a combat, or +6 if used against Demons.  Usable once only.
Five Year Toenails	Fu	fu_treasure020,futreasureback	Treasure	+3 Bonus	Footgear	No Value	Item	Not Usable by Ninja.  Though fearsome, they slow your movement.  -1 to Run Away.
Flame Powder	Fu	fu_treasure021,futreasureback	Treasure	+4 Bonus	--	200 Gold Pieces	UOO	A Fire attack.  +4 to either side in a combat.  Usable once only.
Folding Chair of Retribution	Fu	fu_treasure022,futreasureback	Treasure	+3 Bonus	2 Hands	500 Gold Pieces	Item	--
Foot Powder	Fu	fu_treasure023,futreasureback	Treasure	--	--	--	UOO	Improves your kicking style!  Doubles your bonus from Footgear.  If you have Toe Fu, add an extra +2!  Usable once only.
Gift From the Ancestors!	Fu	fu_treasure024,futreasureback	Treasure	--	--	--	UOO	Draw three more Treasure cards immediately.  They are face-down if you drew this card face down; otherwise, they are face-up.
Great Wall	Fu	fu_treasure025,futreasureback	Treasure	--	--	--	UOO	An attempt to Run Away is automatically successful, or automatically unsuccessful, depending on whether you put the Great Wall in front of the fleeing munchkins or behind them.  Usable once only.
Heavenly Jade Dagger	Fu	fu_treasure026,futreasureback	Treasure	+2/+6 Bonus	1 Hand	500 Gold Pieces	Item	This weapon gives a +6 against all Demons and Undead, but only a +2 against other foes.
Hong Kong Bong	Fu	fu_treasure027,futreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	--
Hong Kong Gong	Fu	fu_treasure028,futreasureback	Treasure	+3 Bonus	2 Hands	400 Gold Pieces	Item	Usable by Monk Only.  An extra +4 against Undead.
Hong Kong Pong	Fu	fu_treasure029,futreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	--
Hong Kong Song	Fu	fu_treasure030,futreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	+2 to either side in combat, or +4 against any Hong Kong monster.  Usable once only.
Hong Kong Thong	Fu	fu_treasure031,futreasureback	Treasure	+2 Bonus	Armor	400 Gold Pieces	Item	May be worn along with other Armor, but anything that takes away your Armor will take it all.
Honorable Brother in Arms	Fu	fu_treasure032,futreasureback	Treasure	Variable	--	--	Enhancer	Place this card with any item that requires Hands.  This card now represents a duplicate of that item; any bonuses added to the original item are also added to the duplicate.  (This card does not give you any extra Hands to hold weapons, though.)
Idol Powder	Fu	fu_treasure033,futreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	+2 to either side in a combat, or automatic victory against the Idol.  Usable once only.
Jade Plaque Armor	Fu	fu_treasure034,futreasureback	Treasure	+2 Bonus (+3 for Samurai)	Armor	400 Gold Pieces	Item	--
Kamikaze Headband	Fu	fu_treasure035,futreasureback	Treasure	+4 Bonus	Headgear	700 Gold Pieces	Item	Not Usable by Yakuza.  May be worn along with other Headgear, but anything that takes away your Headgear will take it all.
Kill the Hireling	Fu	fu_treasure036,futreasureback	Treasure	Go Up A Level	--	--	GUAL	You can use this card only if a Mook is in play (no matter who owns him).  Discard the chosen Mook.
Let GM Show You His Karate Moves	Fu	fu_treasure037,futreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Little China In Big Trouble	Fu	fu_treasure038,futreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Out of throwing stars?  No problem.  Let them fear your flying saucers, and cups, and fine Ming vases.  +3 to either side in a combat.  Usable once only.
Loaded Die	Fu	fu_treasure039,futreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Monkey Spirit Guide	Fu	fu_treasure040,futreasureback	Treasure	--	--	1,100 Gold Pieces	UOO	Go through the discards to find any one card you want.  Take that card and discard this one.  Usable once only.
Mook1	Fu	fu_treasure041,futreasureback	Treasure	+2 Bonus	--	--	Hireling	Your thug hireling!  He helps you in combat and can improve with time.  Any card that gives a combat bonus to monsters can be played to add a bonus to a Mook, and will stay with him.  Limit one card per Mook.
Mook2	Fu	fu_treasure042,futreasureback	Treasure	+2 Bonus	--	--	Hireling	Your thug hireling!  He helps you in combat and can improve with time.  Any card that gives a combat bonus to monsters can be played to add a bonus to a Mook, and will stay with him.  Limit one card per Mook.
Mummy Powder	Fu	fu_treasure043,futreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	+2 to either side in a combat, or +6 if used against Gaki.  Usable only once.
My Kung Fu Is Superior!	Fu	fu_treasure044,futreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Naginata Of Ever-Growing Mastery	Fu	fu_treasure045,futreasureback	Treasure	+2 Bonus (to Start…)	2 Hands	600 Gold Pieces	Item	Each time you win a battle with this weapon, place a token on the card.  Each token gives a +1 bonus for later battles.  If the weapon is traded, stolen, or looted from a corpse, the tokens stay with it.  If it is discarded, they are lost.
Neon Kimono	Fu	fu_treasure046,futreasureback	Treasure	+1 Bonus (+3 for Yakuza)	Armor	300 Gold Pieces	Item	May be worn along with other Armor, but anything that takes away your Armor will take it all.
Ninja Climbing Shoes	Fu	fu_treasure047,futreasureback	Treasure	+2 Bonus	Footgear	400 Gold Pieces	Item	Usable by Ninja Only.  These shoes also give you a +1 to Run Away.
Ninja Mask	Fu	fu_treasure048,futreasureback	Treasure	+4 Bonus	Headgear	600 Gold Pieces	Item	May be worn along with any other Headgear, but anything that takes away your Headgear will take it all.
Of My Grandfather	Fu	fu_treasure049,futreasureback	Treasure	+2 Bonus	--	--	Enhancer	Place this card with an item that gives a combat bonus.  That item is now the (whatever) of your Grandfather, and worth an extra +2 in combat.  If it required Hands, it now takes one less Hand to use.  This card goes with the item if it is lost, stolen, or disc
Poisoned Chopsticks	Fu	fu_treasure050,futreasureback	Treasure	+2 Bonus	1 Hand	200 Gold Pieces	Item	--
Repeating Crossbow Crossbow Crossbow	Fu	fu_treasure051,futreasureback	Treasure	+4 Bonus	2 Hands	800 Gold Pieces	Item	--
Resplendent Brass Kidney-Splitter	Fu	fu_treasure052,futreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	--
Sai of Spleen-Mangling	Fu	fu_treasure053,futreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	Not Usable by Monk
Samurai Helmet	Fu	fu_treasure054,futreasureback	Treasure	+4 Bonus	Headgear	600 Gold Pieces	Item	Usable by Samurai Only.
Sandals of Agility	Fu	fu_treasure055,futreasureback	Treasure	+1 Bonus	Footgear	300 Gold Pieces	Item	You may learn an extra Style.
Shave Your Head	Fu	fu_treasure056,futreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Shot of Espresso	Fu	fu_treasure057,futreasureback	Treasure	--	--	200 Gold Pieces	UOO	Extra speed!  +2 on any attempt to Run Away, or +4 for Yakuza.  Usable once only.
Silk Armor	Fu	fu_treasure058,futreasureback	Treasure	+2 Bonus	Armor	400 Gold Pieces	Item	May be worn along with other Armor, but anything that takes away your Armor will take it all.
Spirit-Animated	Fu	fu_treasure059,futreasureback	Treasure	+2 Bonus	--	--	Enhancer	Place this card with an itm that requires Hands.  That item is now the Spirit-Animated (whatever).  It requires no Hands to use and is now worth an extra +2 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Spirit Mirror	Fu	fu_treasure060,futreasureback	Treasure	--	--	1,000 Gold Pieces	UOO	Play during any combat to make one monster friends.  It cannot be slain, so it is worth no levels.  The munchkins fighting it will get its treasure unless they flee from other monsters in the same combat.  Usable once only.
Stick That Clouds Men's Minds	Fu	fu_treasure061,futreasureback	Treasure	+4 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Monk Only.
Strangling Cord of Eternal Friendship	Fu	fu_treasure062,futreasureback	Treasure	+3 Bonus	2 Hands	500 Gold Pieces	Item	Usable by Ninja or Yakuza Only.  If you are using this weapon, the foe cannot cry out for help.  Wandering Monsters or Hong Kong cards cannot be played to aid the monster.
Subtitles	Fu	fu_treasure063,futreasureback	Treasure	Go Up A Level	--	--	GUAL	All your base are belong to us.
Take Off Five Years For Training	Fu	fu_treasure064,futreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Throwing Stars	Fu	fu_treasure065,futreasureback	Treasure	+5 Bonus	--	200 Gold Pieces	UOO	+5 to either side in a combat.  Usable once only.
